seed,mode,scenario,requests,success_rate,user_facing_connect_failures,primary_connect_attempts,backup_selections,preemptive_failovers,warm_hits,recovery_probes_ok,recovery_probes_fail,background_prewarm_connects,physical_connects,mean_checkout_latency_sim_ms
27,reactive,evening-stable,80,1.0000,16,64,16,0,0,0,0,0,80,24.000
27,reactive,window-start,181,1.0000,0,74,107,0,0,0,0,0,181,22.044
27,reactive,reuse-off,1000,1.0000,10,990,10,0,0,0,0,0,1000,20.000
27,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
27,reactive,pattern-shift-h14,90,1.0000,22,68,22,0,0,0,0,0,90,23.778
27,reactive,pattern-shift-h15,90,0.9889,80,11,78,0,0,0,0,0,89,20.833
27,circuit_breaker,morning-healthy,100,0.9900,5,3,97,0,0,0,0,0,99,20.350
27,circuit_breaker,bad-window,100,1.0000,2,0,100,0,0,0,0,0,100,20.000
27,circuit_breaker,evening-stable,80,1.0000,3,33,47,0,0,0,0,0,80,22.063
27,circuit_breaker,window-start,181,0.9945,0,0,181,0,0,0,0,0,180,20.110
27,circuit_breaker,reuse-off,1000,1.0000,10,990,10,0,0,0,0,0,1000,20.000
27,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
27,circuit_breaker,pattern-shift-h14,90,0.9889,5,1,89,0,0,0,0,0,89,20.278
27,circuit_breaker,pattern-shift-h15,90,0.9778,12,4,86,0,0,0,0,0,88,20.667
27,predictive,morning-healthy,100,1.0000,3,12,88,85,85,1,2,84,15,3.600
27,predictive,bad-window,100,1.0000,0,0,100,100,100,1,3,99,0,0.000
27,predictive,evening-stable,80,1.0000,2,13,67,65,65,1,2,65,15,4.563
27,predictive,window-start,181,1.0000,0,0,181,181,181,0,0,181,0,0.000
27,predictive,reuse-off,1000,1.0000,10,990,10,0,0,0,0,0,1000,20.000
27,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
27,predictive,pattern-shift-h14,90,1.0000,4,34,56,52,52,2,1,51,38,10.333
27,predictive,pattern-shift-h15,90,1.0000,0,0,90,90,90,0,3,90,0,0.000
28,reactive,morning-healthy,100,0.9900,19,82,17,0,0,0,0,0,99,24.300
28,reactive,bad-window,100,0.9800,88,14,84,0,0,0,0,0,98,21.100
28,reactive,evening-stable,80,1.0000,19,61,19,0,0,0,0,0,80,23.813
28,reactive,window-start,181,1.0000,0,78,103,0,0,0,0,0,181,22.155
28,reactive,reuse-off,1000,1.0000,9,991,9,0,0,0,0,0,1000,20.000
28,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
28,reactive,pattern-shift-h14,90,1.0000,17,73,17,0,0,0,0,0,90,24.056
28,reactive,pattern-shift-h15,90,0.9889,78,13,76,0,0,0,0,0,89,20.944
28,circuit_breaker,morning-healthy,100,0.9700,7,8,92,0,0,0,0,0,97,21.000
28,circuit_breaker,bad-window,100,1.0000,4,1,99,0,0,0,0,0,100,20.050
28,circuit_breaker,evening-stable,80,1.0000,5,9,71,0,0,0,0,0,80,20.563
28,circuit_breaker,window-start,181,0.9945,1,0,181,0,0,0,0,0,180,20.110
28,circuit_breaker,reuse-off,1000,1.0000,9,991,9,0,0,0,0,0,1000,20.000
28,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
28,circuit_breaker,pattern-shift-h14,90,1.0000,6,17,73,0,0,0,0,0,90,20.944
28,circuit_breaker,pattern-shift-h15,90,0.9889,3,0,90,0,0,0,0,0,89,20.222
28,predictive,morning-healthy,100,1.0000,2,8,92,90,90,2,2,90,10,2.400
28,predictive,bad-window,100,1.0000,0,0,100,100,100,0,4,99,0,0.000
28,predictive,evening-stable,80,1.0000,2,17,63,61,61,1,2,61,19,5.813
28,predictive,window-start,181,1.0000,0,0,181,181,181,0,0,181,0,0.000
28,predictive,reuse-off,1000,1.0000,9,991,9,0,0,0,0,0,1000,20.000
28,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
28,predictive,pattern-shift-h14,90,1.0000,4,17,73,69,69,1,2,68,21,5.611
28,predictive,pattern-shift-h15,90,1.0000,1,1,89,88,88,1,2,88,2,0.500
29,reactive,morning-healthy,100,0.9900,27,74,25,0,0,0,0,0,99,23.900
29,reactive,bad-window,100,0.9800,94,8,90,0,0,0,0,0,98,20.800
29,reactive,evening-stable,80,1.0000,23,57,23,0,0,0,0,0,80,23.563
29,reactive,window-start,181,0.9945,0,80,100,0,0,0,0,0,180,22.320
29,reactive,reuse-off,1000,1.0000,19,981,19,0,0,0,0,0,1000,20.000
29,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
29,reactive,pattern-shift-h14,90,1.0000,16,74,16,0,0,0,0,0,90,24.111
29,reactive,pattern-shift-h15,90,0.9889,75,16,73,0,0,0,0,0,89,21.111
29,circuit_breaker,morning-healthy,100,0.9700,7,2,98,0,0,0,0,0,97,20.700
29,circuit_breaker,bad-window,100,1.0000,2,0,100,0,0,0,0,0,100,20.000
29,circuit_breaker,evening-stable,80,0.9875,4,24,56,0,0,0,0,0,79,21.750
29,circuit_breaker,window-start,181,0.9945,0,0,181,0,0,0,0,0,180,20.110
29,circuit_breaker,reuse-off,1000,1.0000,19,981,19,0,0,0,0,0,1000,20.000
29,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
29,circuit_breaker,pattern-shift-h14,90,1.0000,5,39,51,0,0,0,0,0,90,22.167
29,circuit_breaker,pattern-shift-h15,90,0.9889,3,0,90,0,0,0,0,0,89,20.222
29,predictive,morning-healthy,100,1.0000,3,14,86,83,83,1,2,82,17,4.100
29,predictive,bad-window,100,1.0000,1,0,100,99,99,1,3,99,1,0.200
29,predictive,evening-stable,80,1.0000,6,38,42,36,36,1,1,36,44,13.375
29,predictive,window-start,181,1.0000,0,0,181,181,181,0,0,181,0,0.000
29,predictive,reuse-off,1000,1.0000,19,981,19,0,0,0,0,0,1000,20.000
29,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
29,predictive,pattern-shift-h14,90,1.0000,4,39,51,47,47,0,2,46,43,11.722
29,predictive,pattern-shift-h15,90,1.0000,0,0,90,90,90,0,3,90,0,0.000
30,reactive,morning-healthy,100,0.9900,18,83,16,0,0,0,0,0,99,24.350
30,reactive,bad-window,100,0.9800,84,18,80,0,0,0,0,0,98,21.300
30,reactive,evening-stable,80,0.9875,12,69,10,0,0,0,0,0,79,24.563
30,reactive,window-start,181,1.0000,0,61,120,0,0,0,0,0,181,21.685
30,reactive,reuse-off,1000,1.0000,7,993,7,0,0,0,0,0,1000,20.000
30,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
30,reactive,pattern-shift-h14,90,1.0000,11,79,11,0,0,0,0,0,90,24.389
30,reactive,pattern-shift-h15,90,0.9778,86,6,82,0,0,0,0,0,88,20.778
30,circuit_breaker,morning-healthy,100,0.9800,6,43,57,0,0,0,0,0,98,22.550
30,circuit_breaker,bad-window,100,0.9800,4,0,100,0,0,0,0,0,98,20.400
30,circuit_breaker,evening-stable,80,1.0000,5,12,68,0,0,0,0,0,80,20.750
30,circuit_breaker,window-start,181,0.9945,0,0,181,0,0,0,0,0,180,20.110
30,circuit_breaker,reuse-off,1000,1.0000,7,993,7,0,0,0,0,0,1000,20.000
30,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
30,circuit_breaker,pattern-shift-h14,90,0.9889,5,37,53,0,0,0,0,0,89,22.278
30,circuit_breaker,pattern-shift-h15,90,0.9889,3,0,90,0,0,0,0,0,89,20.222
30,predictive,morning-healthy,100,1.0000,3,35,65,62,62,1,2,61,38,9.350
30,predictive,bad-window,100,1.0000,0,0,100,100,100,0,4,99,0,0.000
30,predictive,evening-stable,80,0.9875,4,4,75,73,73,1,2,73,6,2.750
30,predictive,window-start,181,1.0000,0,0,181,181,181,0,0,181,0,0.000
30,predictive,reuse-off,1000,1.0000,7,993,7,0,0,0,0,0,1000,20.000
30,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
30,predictive,pattern-shift-h14,90,1.0000,4,41,49,45,45,2,1,44,45,12.278
30,predictive,pattern-shift-h15,90,1.0000,0,0,90,90,90,0,3,90,0,0.000
